sample_name,sha256,md5,family,source,type,tags,file_size_bytes,status,vt_detections,collection_date
anubis_7ce3d3aa76710a4d70d7dba0379fde70724f923e582381af4ae32365a9b9b516.apk,7ce3d3aa76710a4d70d7dba0379fde70724f923e582381af4ae32365a9b9b516,dd347b37f1b854290d7560d900557eb6,anubis,MalwareBazaar,malware,android;Anubis;apk;Downloader;signed;trojan,3900256,error: file not found,,2026-06-19
cerberus_a52d2105d680d029f9cc5c9c77f639e47ae520e41ce7294bbad77b8f2931796a.apk,a52d2105d680d029f9cc5c9c77f639e47ae520e41ce7294bbad77b8f2931796a,bcdb634ff9ab3e08e47dcf1caf89abd2,cerberus,MalwareBazaar,malware,Alien;apk;Cerberus;signed,2408259,error: file not found,,2026-06-19
cerberus_8beae1f6b21cec17eed82fb7af25e1782d5b7bf10fd22369603313f1b1a5e5e4.apk,8beae1f6b21cec17eed82fb7af25e1782d5b7bf10fd22369603313f1b1a5e5e4,66dc3fbbc9a6431e58f478a4449b0d83,cerberus,MalwareBazaar,malware,apk;Cerberus;signed,1935062,error: file not found,,2026-06-19
cerberus_047e3ecdb04d695b7e8a3c2789c29ec57da19f58bdcdb1d97fa926205ce718eb.apk,047e3ecdb04d695b7e8a3c2789c29ec57da19f58bdcdb1d97fa926205ce718eb,dafe797d40cb1f53b6f767d095b08a19,cerberus,MalwareBazaar,malware,apk;Cerberus;signed,1914989,error: file not found,,2026-06-19
alien_39ccc5d7009aefac18891c70a16b857b98481d6f69800075e31900c4dc9ef000.apk,39ccc5d7009aefac18891c70a16b857b98481d6f69800075e31900c4dc9ef000,a1462dc99471e4637b493da2930c9405,alien,MalwareBazaar,malware,Alien;apk;signed,1681197,error: file not found,,2026-06-19
escobar_a9d1561ed0d23a5473d68069337e2f8e7862f7b72b74251eb63ccc883ba9459f.apk,a9d1561ed0d23a5473d68069337e2f8e7862f7b72b74251eb63ccc883ba9459f,d57e1c11f915b874ef5c86cedb25abda,escobar,MalwareBazaar,malware,apk;escobar;signed,2147865,analyzed,,2026-06-19
ermac_4f181b3a42657a4c18a898d84108f7500baf243a2ac710adec1c5938cf0adb57.apk,4f181b3a42657a4c18a898d84108f7500baf243a2ac710adec1c5938cf0adb57,a5fd3c1e089914a69a62086dca829bf0,ermac,MalwareBazaar,malware,apk;Ermac;hook,2284454,analyzed,,2026-06-19
ermac_14b005352c07490b3689ac4eb187eb68d2b50cd135e57e1bca2f3469b10e2dd5.apk,14b005352c07490b3689ac4eb187eb68d2b50cd135e57e1bca2f3469b10e2dd5,e18c7b2164b4367184a9d10e26f5d07c,ermac,MalwareBazaar,malware,apk;Ermac;hook,2922654,analyzed,,2026-06-19
ermac_7a4238fc6f5d3c7731c2eb33911298eaa36986040858af56e76628c5dc83e265.apk,7a4238fc6f5d3c7731c2eb33911298eaa36986040858af56e76628c5dc83e265,5526e85de73065e2580bbdb5ed4fc9cb,ermac,MalwareBazaar,malware,apk;Ermac;signed,1026443,analyzed,,2026-06-19
hydra_810926f89430144fd258ed4a95f1d77215f657a4e7dac2ce0c410bcffbdca99e.apk,810926f89430144fd258ed4a95f1d77215f657a4e7dac2ce0c410bcffbdca99e,fe30b3542e7220a71945d7cc18bfe820,hydra,MalwareBazaar,malware,apk;Hydra;signed,6453112,analyzed,,2026-06-19
hydra_003d2fd8ef8fc9d4765e4bbc650ecd20ef339be94606486629c003f683cb5982.apk,003d2fd8ef8fc9d4765e4bbc650ecd20ef339be94606486629c003f683cb5982,176d6ca459a33f3e2ac5bb9e5d30eb6c,hydra,MalwareBazaar,malware,apk;BankBot;banker;dropper;hqwar;Hydra;signed,4817489,analyzed,,2026-06-19
hydra_9cf1ad53db4a31e4be0cfba7bf15f1e414cdf12327063a419be6cdea4700adfd.apk,9cf1ad53db4a31e4be0cfba7bf15f1e414cdf12327063a419be6cdea4700adfd,2a1c7dd7e54a4423071185006a4c9cb1,hydra,MalwareBazaar,malware,android;apk;BankBot;Hydra,4166220,analyzed,,2026-06-19
teabot_554e71b4e5d2a172707b51edc8e0e22cba40858b69884e75228c12718c47e1ef.apk,554e71b4e5d2a172707b51edc8e0e22cba40858b69884e75228c12718c47e1ef,a2d8f487fd3f6973754e5988109aa67b,teabot,MalwareBazaar,malware,anatsa;android;apk;Teabot,3132650,analyzed,,2026-06-19
teabot_8856ac19f179461c4008249c342c8dadbd17118f80f43ce0229ddb1cda33bd67.apk,8856ac19f179461c4008249c342c8dadbd17118f80f43ce0229ddb1cda33bd67,67edbd8e6de9f4355b2657416d382e94,teabot,MalwareBazaar,malware,anatsa;apk;signed;Teabot,3375300,analyzed,,2026-06-19
teabot_2211e5b751634ef3681bff599b25d57f47f1593bc27aeb83273ee63a64d62e25.apk,2211e5b751634ef3681bff599b25d57f47f1593bc27aeb83273ee63a64d62e25,f7c2baa34a56c258317de3d3ddfcc1a6,teabot,MalwareBazaar,malware,anatsa;apk;signed;Teabot,4791775,analyzed,,2026-06-19
flubot_a778818cc08d213d1f66db5fa8b34aabc862569ecb99fd1aea37ff6ccab48400.apk,a778818cc08d213d1f66db5fa8b34aabc862569ecb99fd1aea37ff6ccab48400,15328ea6d31bef8ddd15a81e0f5a549b,flubot,MalwareBazaar,malware,apk;com.sina.weibo;FluBot;signed;voicemail,3412925,analyzed,,2026-06-19
flubot_a959108ec8f93ee4c71e588236788d17372f9d61b8f71a509a776f097889f36b.apk,a959108ec8f93ee4c71e588236788d17372f9d61b8f71a509a776f097889f36b,3a0db08d86d3d57edea7d52843f32761,flubot,MalwareBazaar,malware,apk;FluBot;signed,5252497,analyzed,,2026-06-19
flubot_2c74efb0e8304948e56f4ccb1ced6c05734842ecdc95628decacfa74d06baf6c.apk,2c74efb0e8304948e56f4ccb1ced6c05734842ecdc95628decacfa74d06baf6c,729160d423c809ec7d4802fef9010076,flubot,MalwareBazaar,malware,apk;FluBot;signed,5259300,analyzed,,2026-06-19
spynote_bf06df823a0a0b1b4618ee736f5f0bd508b315ea3c6b96a16d2a0d0e58906346.apk,bf06df823a0a0b1b4618ee736f5f0bd508b315ea3c6b96a16d2a0d0e58906346,8ef02710098da919049cd4b68225c703,spynote,MalwareBazaar,malware,android;apk;lazada;malware;signed;Spynote,18329944,analyzed,,2026-06-19
spynote_9c1cc79b801e8d632bdb73517588e9e7626cf22643263f038c20cc42dfd0f922.apk,9c1cc79b801e8d632bdb73517588e9e7626cf22643263f038c20cc42dfd0f922,02744324b35b02ae81dcbc7aa847c836,spynote,MalwareBazaar,malware,android;apk;malware;signed;Spynote,3898830,analyzed,,2026-06-19
spynote_87def7f445734b4b9b57b97cd4af8d22b2684dd4dd3e7ae8d07a120efa3b1814.apk,87def7f445734b4b9b57b97cd4af8d22b2684dd4dd3e7ae8d07a120efa3b1814,8845d6b3792a5cebdd94c1c5a1c92a75,spynote,MalwareBazaar,malware,apk;signed;Spynote,704893,analyzed,,2026-06-19
cerberus_21b9ee90d26b44f4044fd53567cddfe6d17317ee8ed9d6131f92b2a56ce36478.apk,21b9ee90d26b44f4044fd53567cddfe6d17317ee8ed9d6131f92b2a56ce36478,3e7e5b21a75bfd4ba257f7d43da3d7b4,cerberus,MalwareBazaar,malware,apk;Cerberus;signed,6726160,error: file not found,,2026-06-19
cerberus_454ffcf9ef438d5d3eee894d0b2f21326935857da76d5720a8dc0eeda8280f59.apk,454ffcf9ef438d5d3eee894d0b2f21326935857da76d5720a8dc0eeda8280f59,c002f2d88d0d4ad701d65e4e56711503,cerberus,MalwareBazaar,malware,apk;Cerberus;signed,3611460,error: file not found,,2026-06-19
cerberus_a8ecd437766e7960bf5002c553dc047f50db750818bee1a3f0ffdff1633f0d1b.apk,a8ecd437766e7960bf5002c553dc047f50db750818bee1a3f0ffdff1633f0d1b,deb0955dbe620ce3feaf28e381312e92,cerberus,MalwareBazaar,malware,:apk;apk;Cerberus;signed,1134158,error: file not found,,2026-06-19
ermac_ae502f67782e9cc2a6e33b868f14467f3dabf126e868a8e10a68aa2ddd4092e1.apk,ae502f67782e9cc2a6e33b868f14467f3dabf126e868a8e10a68aa2ddd4092e1,ad778bfe6c0181150b911cae0e337c34,ermac,MalwareBazaar,malware,apk;Ermac;zip,1500103,analyzed,,2026-06-19
ermac_32e4dee58ea17addc5df4ffb862ab3a8df1697598cb6437f92de4075665812c2.apk,32e4dee58ea17addc5df4ffb862ab3a8df1697598cb6437f92de4075665812c2,d59a4848b584fdd93eb3d0b554a8df58,ermac,MalwareBazaar,malware,apk;Ermac;zip,1499475,analyzed,,2026-06-19
ermac_692e7b0f657ac34635e0dcd633f9c73b37d0258457d161ec6dbee26820cb72dd.apk,692e7b0f657ac34635e0dcd633f9c73b37d0258457d161ec6dbee26820cb72dd,7d71d2a2087ea3b52f2ee985fd03311f,ermac,MalwareBazaar,malware,apk;Ermac;zip,1501631,analyzed,,2026-06-19
hydra_c565f4b9b3c6bb095c6ce62ab02c5cc8a84502231f4facdddb6f3d7af2321b5e.apk,c565f4b9b3c6bb095c6ce62ab02c5cc8a84502231f4facdddb6f3d7af2321b5e,46b815f58cc16140a18341f233af7171,hydra,MalwareBazaar,malware,apk;Hydra;signed,1123311,analyzed,,2026-06-19
hydra_bb5c794018995f39d831214c479d96dad7d51bf34471b0613ea69489e5fc4fd5.apk,bb5c794018995f39d831214c479d96dad7d51bf34471b0613ea69489e5fc4fd5,99525d9091cd4b8d04a02dc8adcb9d9e,hydra,MalwareBazaar,malware,android;apk;BankBot;Hydra,3504363,analyzed,,2026-06-19
hydra_789d04c93488adf85d8d7988c0d050648cd91ad469f9e63e04d290523dfb1d93.apk,789d04c93488adf85d8d7988c0d050648cd91ad469f9e63e04d290523dfb1d93,c8c78623627fe4577e4f51871b47a1c2,hydra,MalwareBazaar,malware,apk;Hydra;signed,1125670,analyzed,,2026-06-19
teabot_93880cd38abffa10e753c17ae7c14f0833356cba601bd1a3d3998859f47c900f.apk,93880cd38abffa10e753c17ae7c14f0833356cba601bd1a3d3998859f47c900f,1af8aabf1bab2c4ed825d24aad6fdf25,teabot,MalwareBazaar,malware,anatsa;apk;signed;Teabot,3875576,analyzed,,2026-06-19
teabot_4067054f202cc8e87557915783d4468b54985c5cc7b0b57df98ffbb106475196.apk,4067054f202cc8e87557915783d4468b54985c5cc7b0b57df98ffbb106475196,4642c7a56039a82d8268282802c2fee9,teabot,MalwareBazaar,malware,apk;signed;Teabot,2982939,analyzed,,2026-06-19
teabot_767c218be4e7d2c99ee9c8b36128ac932d2dac0e3792ce638b804083f75e1096.apk,767c218be4e7d2c99ee9c8b36128ac932d2dac0e3792ce638b804083f75e1096,c8793b4d4b5bedec055b8226358ed00a,teabot,MalwareBazaar,malware,anatsa;apk;signed;Teabot,1267276,analyzed,,2026-06-19
flubot_36158735c5442bb6a2f5432226403905551f360d7ce99fa51e9d2b54b7cd02e7.apk,36158735c5442bb6a2f5432226403905551f360d7ce99fa51e9d2b54b7cd02e7,5e3fb4a6f144335016f5d0773b0113fd,flubot,MalwareBazaar,malware,apk;FluBot;signed,5259300,analyzed,,2026-06-19
flubot_831334e1e49ec7a25375562688543ee75b2b3cc7352afc019856342def52476b.apk,831334e1e49ec7a25375562688543ee75b2b3cc7352afc019856342def52476b,c10d38a63e776e5940d281bddbb497d4,flubot,MalwareBazaar,malware,apk;FluBot;v4.9,4988964,analyzed,,2026-06-19
flubot_6e3499a5e63209b34ccc787a7ea57953ff5436b51ca4325ea0da4a958f44ea7b.apk,6e3499a5e63209b34ccc787a7ea57953ff5436b51ca4325ea0da4a958f44ea7b,9ef4f52a6ed459eab6311a4a886ec1ea,flubot,MalwareBazaar,malware,apk;FluBot;v4.9,4481984,analyzed,,2026-06-19
spynote_33d2ea973f861bb7c46397c4e0f9aedc37ef10fb8ab2f4090f35a335d86ef0b2.apk,33d2ea973f861bb7c46397c4e0f9aedc37ef10fb8ab2f4090f35a335d86ef0b2,9cbed48497e7301a9a78a40ba87921c2,spynote,MalwareBazaar,malware,apk;signed;Spynote,6315559,analyzed,,2026-06-19
spynote_97936d7873348f905d119dd9399261374aae494296e1b5fb3df521ef3cc76405.apk,97936d7873348f905d119dd9399261374aae494296e1b5fb3df521ef3cc76405,15586b49f0b265d6892c48d63f0c52a1,spynote,MalwareBazaar,malware,apk;signed;Spynote,5168602,analyzed,,2026-06-19
spynote_ab1363201d0897ab7c55dceb1f8664a58ac65fe4aee3c9600c5d7659f8ae58a9.apk,ab1363201d0897ab7c55dceb1f8664a58ac65fe4aee3c9600c5d7659f8ae58a9,c6e5eb4deeb8fe76f151477304a25ec1,spynote,MalwareBazaar,malware,apk;signed;Spynote,4660698,analyzed,,2026-06-19
bankbot_8166dfba7fd0b4ad44c8bc91cc0e98fa06b8912e3fca2093900eb58ba79d22d4.apk,8166dfba7fd0b4ad44c8bc91cc0e98fa06b8912e3fca2093900eb58ba79d22d4,6afd1e9c4c4e7a4a71c0202c21e2a6d1,bankbot,MalwareBazaar,malware,apk;BankBot;banker;dropper;signed,2441463,error: file not found,,2026-06-19
bankbot_a0610f08c783ff5486a66022fedf483e1ac81dfe48935680b5d9d29b309338c5.apk,a0610f08c783ff5486a66022fedf483e1ac81dfe48935680b5d9d29b309338c5,9bc85bf4432a5ed8cd00f0eac8a2257e,bankbot,MalwareBazaar,malware,apk;BankBot;banker;signed,5053600,error: file not found,,2026-06-19
bankbot_33ece8395604682f2c428a5b7a11e562b836f44f7b6fbb0caaa84bfa80d0c8ff.apk,33ece8395604682f2c428a5b7a11e562b836f44f7b6fbb0caaa84bfa80d0c8ff,043a7202d02e28708c93fad859d7a70d,bankbot,MalwareBazaar,malware,apk;BankBot;banker;coper,1589920,error: file not found,,2026-06-19
exobot_3504d9f2a2fdf021a382be4e2603acbdb5550ac2ddf26f62da1c2227b1f7f400.apk,3504d9f2a2fdf021a382be4e2603acbdb5550ac2ddf26f62da1c2227b1f7f400,dca096106be4ea65d01eedf09ac1631a,exobot,MalwareBazaar,malware,apk;coper;Exobot;Octo,1847115,analyzed,,2026-06-19
exobot_b4dadf3553bb82499c4d0b6be96c47c46abc6904b611376d75c844ffb83725c6.apk,b4dadf3553bb82499c4d0b6be96c47c46abc6904b611376d75c844ffb83725c6,84d5b112b9cc198f432d22551a4628e0,exobot,MalwareBazaar,malware,apk;coper;Exobot;signed,1500006,analyzed,,2026-06-19
exobot_a93d66a127091d11090f544514d7e677c24db69d361008e60fffc5200331a1fe.apk,a93d66a127091d11090f544514d7e677c24db69d361008e60fffc5200331a1fe,e0a4d1b73bd12ad65018e8927bc8430f,exobot,MalwareBazaar,malware,apk;coper;Exobot;signed,1499716,analyzed,,2026-06-19
anubis_c7411c0daff520468c3accff4318076a66034b2d14cbae08a5d3ecec2c6ce9ed.apk,c7411c0daff520468c3accff4318076a66034b2d14cbae08a5d3ecec2c6ce9ed,c7f7f2541de29ec01eadcbe8351c4652,anubis,MalwareBazaar,malware,Anubis;apk;signed,268344,error: file not found,,2026-06-19
cerberus_501eb3e8474ddd35728b11248df2e9629afb6852b9281940059fcae7b9043522.apk,501eb3e8474ddd35728b11248df2e9629afb6852b9281940059fcae7b9043522,ee3dac4971a8e69c1fda0c5e82c5a25b,cerberus,MalwareBazaar,malware,apk;Cerberus;signed;zip,1207200,error: file not found,,2026-06-19
cerberus_5362c4101f153eedaca5344cdec4897af155b364dd1609ad19a495af745fcc50.apk,5362c4101f153eedaca5344cdec4897af155b364dd1609ad19a495af745fcc50,f2df9aa1333fbcf975ff620388d4005d,cerberus,MalwareBazaar,malware,apk;Cerberus;signed,1716416,error: file not found,,2026-06-19
cerberus_a78eb5e01531b42d8380be1d6a507f10610c95557716bb2173b331f80e7d2d81.apk,a78eb5e01531b42d8380be1d6a507f10610c95557716bb2173b331f80e7d2d81,7dd252bc7eb5a0f4af362b30a225b5ed,cerberus,MalwareBazaar,malware,Anubis;apk;BankBot;banker;Cerberus;signed,1793026,error: file not found,,2026-06-19
cerberus_28cf23f76582b13705346e8fe77802785267e6b2ab2072bf9c2b9b918b2b588b.apk,28cf23f76582b13705346e8fe77802785267e6b2ab2072bf9c2b9b918b2b588b,f962034252259d770995b760cf804ed4,cerberus,MalwareBazaar,malware,apk;banker;Cerberus;malware;signed,2279636,error: file not found,,2026-06-19
cerberus_4defa1f795d69d38168bffecbc19f571c61a095862713fd91cb646f344ef53c0.apk,4defa1f795d69d38168bffecbc19f571c61a095862713fd91cb646f344ef53c0,d5d532beb351035ad8ab560593499dbb,cerberus,MalwareBazaar,malware,apk;Cerberus;phoenix;signed,4261423,error: file not found,,2026-06-19
cerberus_7a65b831c9f781e49c47393345bbe2ffff6859a608b9a5413d7f3b76683ff178.apk,7a65b831c9f781e49c47393345bbe2ffff6859a608b9a5413d7f3b76683ff178,dea6771be19c050e11694df90336d400,cerberus,MalwareBazaar,malware,apk;banker;Cerberus;dropper;signed;trojan.hqwar;Trojen,2402916,error: file not found,,2026-06-19
cerberus_c81234b6ceb3572c6d862a9313e019b98efd83165d8c085bd3e74971c66763bb.apk,c81234b6ceb3572c6d862a9313e019b98efd83165d8c085bd3e74971c66763bb,3f3bef2f188d420c30c2616cc74c69e5,cerberus,MalwareBazaar,malware,apk;Cerberus;signed,2121030,error: file not found,,2026-06-19
cerberus_2a2bb95a463dcddb604e10830cc5c60191ef2947578ccb75180ae7188b4baaa3.apk,2a2bb95a463dcddb604e10830cc5c60191ef2947578ccb75180ae7188b4baaa3,4e7f5b1d17d075ec4290e984dfac58d3,cerberus,MalwareBazaar,malware,apk;Cerberus;signed,1892669,error: file not found,,2026-06-19
cerberus_2192345562b9fb1536465d31f465015cb8b0a029fa118166de0d6975bd00448b.apk,2192345562b9fb1536465d31f465015cb8b0a029fa118166de0d6975bd00448b,1fd53adfc1ff5f6262567592dfc88fd4,cerberus,MalwareBazaar,malware,apk;Cerberus;iran;malware;signed;spy;spyware,20724209,error: file not found,,2026-06-19
cerberus_c19cf001efb893cfb4f3aedb1c4c3771ce8419d3838e1bc399e88a12b583b28c.apk,c19cf001efb893cfb4f3aedb1c4c3771ce8419d3838e1bc399e88a12b583b28c,66c4513025128719dda018820cc0987e,cerberus,MalwareBazaar,malware,apk;Cerberus;covid;signed;Spynote,3111333,error: file not found,,2026-06-19
alien_92961b73092ec2355b133a3de81ce40245f391b229e5699b263fb596184c7ad4.apk,92961b73092ec2355b133a3de81ce40245f391b229e5699b263fb596184c7ad4,7e09dabcefa606614038e0fb7861e60d,alien,MalwareBazaar,malware,Alien;apk;signed,361949,error: file not found,,2026-06-19
alien_78ea4eb0b59b244a0b52fa0de88c550792867f797f1b8b3d9325aa7f642218e9.apk,78ea4eb0b59b244a0b52fa0de88c550792867f797f1b8b3d9325aa7f642218e9,3ba482dd63f7e096e2a086385106115c,alien,MalwareBazaar,malware,Alien;alienrat;apk;signed,1979661,error: file not found,,2026-06-19
ermac_9b5905a253141d4f64394de73775541a7bb16714cff8d18684e24ae887c97fc2.apk,9b5905a253141d4f64394de73775541a7bb16714cff8d18684e24ae887c97fc2,791cfcd67eeafbda2ed887c7b7063ac8,ermac,MalwareBazaar,malware,android;apk;banking;Ermac;zip,3830607,analyzed,,2026-06-19
ermac_51f9c37c3eec0b6f8325aa1c8fe64a0615ab920584042df557426473b1270b40.apk,51f9c37c3eec0b6f8325aa1c8fe64a0615ab920584042df557426473b1270b40,36cd2ea94bcf9f9a9959dc4c1c489933,ermac,MalwareBazaar,malware,amplebot;android;apk;banking;Blackrock;Ermac;signed,1896652,analyzed,,2026-06-19
ermac_c5996e7a701f1154b48f962d01d457f9b7e95d9c3dd9bbd6a8e083865d563622.apk,c5996e7a701f1154b48f962d01d457f9b7e95d9c3dd9bbd6a8e083865d563622,6e886c71b9663012f6659f347790c979,ermac,MalwareBazaar,malware,android;apk;Ermac;signed,3448133,analyzed,,2026-06-19
ermac_4ccf02c87de6c0bf718d9f8cdf6c61a9edc909fab1cdd7d497572e30fea1f580.apk,4ccf02c87de6c0bf718d9f8cdf6c61a9edc909fab1cdd7d497572e30fea1f580,72b3faff0779e1ddaef3a317fbefa29c,ermac,MalwareBazaar,malware,android_ermac;apk;Ermac;signed,2956410,analyzed,,2026-06-19
hydra_5f113715e47ddce3f72f9ff69b1aa07ee09225eaf6b501a7b106fa893779a931.apk,5f113715e47ddce3f72f9ff69b1aa07ee09225eaf6b501a7b106fa893779a931,b8f6668a3ba2c07d42a0e7ee61b47d1d,hydra,MalwareBazaar,malware,apk;Hydra,4353749,analyzed,,2026-06-19
hydra_ceb48e4b9d82b2ab7b486393048cdc78c6dfaf88799521e63677b06975f707cd.apk,ceb48e4b9d82b2ab7b486393048cdc78c6dfaf88799521e63677b06975f707cd,d2a56706d97523de32ab15378cc2ae62,hydra,MalwareBazaar,malware,apk;Hydra;signed,1125884,analyzed,,2026-06-19
hydra_ce480d22d9936bc469d46abbcd51bdb74dc201216c29a97ba21c40e0299335bc.apk,ce480d22d9936bc469d46abbcd51bdb74dc201216c29a97ba21c40e0299335bc,2e9b0927ae4ded2465f7c1b12d54122f,hydra,MalwareBazaar,malware,apk;Hydra,4353749,analyzed,,2026-06-19
hydra_3779e67d696ba3ef4ba4b38ba10e07301620a45f1d89f004da5ae64f050dfdb4.apk,3779e67d696ba3ef4ba4b38ba10e07301620a45f1d89f004da5ae64f050dfdb4,5ce09da6be4926aa0af6c01494dd0e5d,hydra,MalwareBazaar,malware,apk;Hydra;signed,1125650,analyzed,,2026-06-19
hydra_7e7ee5b11fe1ca56f0f8416638964bec68b9ef90b25426f06d1330222b1dcf3d.apk,7e7ee5b11fe1ca56f0f8416638964bec68b9ef90b25426f06d1330222b1dcf3d,6966dead3e5307bee1ba7a5ead34a63c,hydra,MalwareBazaar,malware,apk;Hydra;signed,4415340,analyzed,,2026-06-19
teabot_c3c7df127552aa2594ad335d7cc955cb1274cc322455a89b1856a2adf9f83ded.apk,c3c7df127552aa2594ad335d7cc955cb1274cc322455a89b1856a2adf9f83ded,611d013f927d031e4fcfff163bf70124,teabot,MalwareBazaar,malware,anatsa;apk;signed;Teabot,1255453,analyzed,,2026-06-19
teabot_47bb7f855cdf116c62499240089fa1b7a69585e8b7f639e192b9d038da4094cd.apk,47bb7f855cdf116c62499240089fa1b7a69585e8b7f639e192b9d038da4094cd,bf2ddaf430243461a8eab4aa1ed1e80d,teabot,MalwareBazaar,malware,android;apk;signed;Teabot,3371203,analyzed,,2026-06-19
teabot_b88e7421bc61f4ce20c0694418fc97c1e77cfd3f2053857f87cc47512a55c3d3.apk,b88e7421bc61f4ce20c0694418fc97c1e77cfd3f2053857f87cc47512a55c3d3,7823e56b4b1631ef52bbd5b95c186554,teabot,MalwareBazaar,malware,anatsa;apk;notflubot;Teabot;toddler,4542834,analyzed,,2026-06-19
teabot_9f2d916b1e0ee486f5a49e3e9887eae59dbdca0a554139ae9a4dc8edc2f12de0.apk,9f2d916b1e0ee486f5a49e3e9887eae59dbdca0a554139ae9a4dc8edc2f12de0,af9fde69078e906d628f5c04fe4ab11f,teabot,MalwareBazaar,malware,anatsa;android;apk;banker;Teabot;toddler,2896783,analyzed,,2026-06-19
teabot_b74b65f68641feb46d22fddb595fff57cba53f5e3d4d780f4b1bf9b2682a9230.apk,b74b65f68641feb46d22fddb595fff57cba53f5e3d4d780f4b1bf9b2682a9230,9b08148a0dcd6b574b36f7c2e888aa03,teabot,MalwareBazaar,malware,Anubis;apk;FluBot;Teabot,4293343,analyzed,,2026-06-19
alien_d0c32e4c17de29509486482e515956033a27982c41c54392f9e0ce826840daec.apk,d0c32e4c17de29509486482e515956033a27982c41c54392f9e0ce826840daec,049f2ad5c6be4de18e03eacd94117746,alien,MalwareBazaar,malware,Alien;alienrat;apk;signed,1888561,error: file not found,,2026-06-19
fa4cc63187a5e1bb2300ef5b405f5341f88610e08521d569dac186b2e1e08bb5.apk,fa4cc63187a5e1bb2300ef5b405f5341f88610e08521d569dac186b2e1e08bb5,,unknown,pendrive,unknown,,29255651,error: file not found,,2026-07-04
dec4d9a9d5ec6aff2444b9414caff75db2bdd08fe50dbbbfe458c1ca2587d68b.apk,dec4d9a9d5ec6aff2444b9414caff75db2bdd08fe50dbbbfe458c1ca2587d68b,,unknown,pendrive,unknown,,5088375,error: file not found,,2026-07-04
dbc432f803c1eb429c400f9a02a14e5727adc3e012e2032468b7eef0c7026877.apk,dbc432f803c1eb429c400f9a02a14e5727adc3e012e2032468b7eef0c7026877,,unknown,pendrive,unknown,,16558560,error: file not found,,2026-07-04
dbc432f803c1eb429c400f9a02a14e5727adc3e012e2032468b7eef0c7026877.apk,dbc432f803c1eb429c400f9a02a14e5727adc3e012e2032468b7eef0c7026877,,unknown,pendrive,unknown,,16558560,error: file not found,,2026-07-04
863c5c2b2eff380f1f1127a840108668d965b2815581c6ce1cebd06906d85c56.apk,863c5c2b2eff380f1f1127a840108668d965b2815581c6ce1cebd06906d85c56,,unknown,pendrive,unknown,,86562983,error: file not found,,2026-07-04
557df55a91c4d5afc543dd9709c6140717f34f77e56df580e299515415c3df87.apk,557df55a91c4d5afc543dd9709c6140717f34f77e56df580e299515415c3df87,,unknown,pendrive,unknown,,20833877,error: file not found,,2026-07-04
01bd73c17302af6fdbf678046ed56cb288876e934b485c00188b13eb7b921b22.apk,01bd73c17302af6fdbf678046ed56cb288876e934b485c00188b13eb7b921b22,,unknown,pendrive,unknown,,26206302,error: file not found,,2026-07-04
25ccc464516ffce3a31fb89e38d99aacfcdb7e9853ede8bb538ff8452bf04869.apk,25ccc464516ffce3a31fb89e38d99aacfcdb7e9853ede8bb538ff8452bf04869,,unknown,pendrive,unknown,,27153058,error: file not found,,2026-07-04
987a9b7add6947ac93b3f4b8c5cce6e623616ee8ca49a863461f7c97d836be56.apk,987a9b7add6947ac93b3f4b8c5cce6e623616ee8ca49a863461f7c97d836be56,,unknown,pendrive,unknown,,19018763,error: file not found,,2026-07-04
dcc47bd6aebe13a34128808578b731569bcd1ea24d0fa40255f57a724c6c43ac.apk,dcc47bd6aebe13a34128808578b731569bcd1ea24d0fa40255f57a724c6c43ac,,unknown,pendrive,unknown,,19018763,error: file not found,,2026-07-04
008a3e0a9587f231077eac079d4b4d79726f86e89257f7b39145b51b488ac383.apk,008a3e0a9587f231077eac079d4b4d79726f86e89257f7b39145b51b488ac383,,unknown,pendrive,unknown,,19819661,error: file not found,,2026-07-04
e1d7be107b3595bef22569f43c9932272b17adc11a36d2bf1ccc715713919a8f.apk,e1d7be107b3595bef22569f43c9932272b17adc11a36d2bf1ccc715713919a8f,,unknown,pendrive,unknown,,51017993,error: file not found,,2026-07-04
8b015ece32e33df78400df390af093879e3fe8acf97744025688c06ffeaf4f2f.apk,8b015ece32e33df78400df390af093879e3fe8acf97744025688c06ffeaf4f2f,,unknown,pendrive,unknown,,8072029,error: file not found,,2026-07-04
4dc5962e7630a2a73d619900addd6cfb1fe3424362c135b46f31ab59783d9a84.apk,4dc5962e7630a2a73d619900addd6cfb1fe3424362c135b46f31ab59783d9a84,,unknown,pendrive,unknown,,18553949,error: file not found,,2026-07-04
4dc5962e7630a2a73d619900addd6cfb1fe3424362c135b46f31ab59783d9a84.apk,4dc5962e7630a2a73d619900addd6cfb1fe3424362c135b46f31ab59783d9a84,,unknown,pendrive,unknown,,18553949,error: file not found,,2026-07-04
d70ee2e7c57351b2387bfe33b1666de5972f2d07b8e686ed5753ecdca5a1bcc9.apk,d70ee2e7c57351b2387bfe33b1666de5972f2d07b8e686ed5753ecdca5a1bcc9,,unknown,pendrive,unknown,,84471704,error: file not found,,2026-07-04
d71219bba1bade855a3386671bce3328846ac98c0b3aeeb1a1ef3386e2857044.apk,d71219bba1bade855a3386671bce3328846ac98c0b3aeeb1a1ef3386e2857044,,unknown,pendrive,unknown,,154941482,error: file not found,,2026-07-04
